audio_id,split,speaker
ddc_dzo_04956,labeled,Dorji
ddc_dzo_04959,labeled,Romeo
ddc_dzo_04967,labeled,Thinley
ddc_dzo_04960,labeled,Romeo
ddc_dzo_05006,labeled,Romeo
ddc_dzo_05003,labeled,Romeo
ddc_dzo_05009,labeled,Romeo
ddc_dzo_04997,labeled,Romeo
ddc_dzo_04993,labeled,Romeo
ddc_dzo_05024,labeled,Romeo
ddc_dzo_05015,labeled,Namgay
ddc_dzo_05019,labeled,Romeo
ddc_dzo_05007,labeled,Romeo
ddc_dzo_05022,labeled,Romeo
ddc_dzo_04995,labeled,Thinley
ddc_dzo_04999,labeled,Thinley
ddc_dzo_05008,labeled,Thinley
ddc_dzo_05023,labeled,Romeo
ddc_dzo_04990,labeled,Romeo
ddc_dzo_05045,labeled,Romeo
ddc_dzo_01769,labeled,Romeo
ddc_dzo_05035,labeled,Romeo
ddc_dzo_05030,labeled,Romeo
ddc_dzo_05034,labeled,Dorji
ddc_dzo_05053,labeled,Romeo
ddc_dzo_05061,labeled,Romeo
ddc_dzo_05025,labeled,Namgay
ddc_dzo_05047,labeled,Romeo
ddc_dzo_05051,labeled,Namgay
ddc_dzo_05046,labeled,Dorji
ddc_dzo_05037,labeled,Dorji
ddc_dzo_05040,labeled,Romeo
ddc_dzo_05028,labeled,Thinley
ddc_dzo_05049,labeled,Romeo
ddc_dzo_05043,labeled,Romeo
ddc_dzo_05029,labeled,Romeo
ddc_dzo_05036,labeled,Romeo
ddc_dzo_05093,labeled,Dorji
ddc_dzo_05079,labeled,Romeo
ddc_dzo_05074,labeled,Romeo
ddc_dzo_05088,labeled,Romeo
ddc_dzo_05096,labeled,Romeo
ddc_dzo_05072,labeled,Thinley
ddc_dzo_05068,labeled,Thinley
ddc_dzo_05065,labeled,Romeo
ddc_dzo_05078,labeled,Romeo
ddc_dzo_05083,labeled,Romeo
ddc_dzo_05090,labeled,Thinley
ddc_dzo_05097,labeled,Romeo
ddc_dzo_05086,labeled,Romeo
ddc_dzo_05100,labeled,Dorji
ddc_dzo_05066,labeled,Thinley
ddc_dzo_05080,labeled,Romeo
ddc_dzo_05104,labeled,Dorji
ddc_dzo_05113,labeled,Romeo
ddc_dzo_05128,labeled,Romeo
ddc_dzo_05131,labeled,Romeo
ddc_dzo_05105,labeled,Romeo
ddc_dzo_03450,labeled,Romeo
ddc_dzo_05116,labeled,Romeo
ddc_dzo_05108,labeled,Thinley
ddc_dzo_05110,labeled,Dorji
ddc_dzo_05586,labeled,Thinley
ddc_dzo_05103,labeled,Thinley
ddc_dzo_05133,labeled,Thinley
ddc_dzo_05126,labeled,Romeo
ddc_dzo_05118,labeled,Romeo
ddc_dzo_05169,labeled,Dorji
ddc_dzo_05151,labeled,Dorji
ddc_dzo_05161,labeled,Romeo
ddc_dzo_05165,labeled,Romeo
ddc_dzo_05162,labeled,Romeo
ddc_dzo_05149,labeled,Namgay
ddc_dzo_05156,labeled,Namgay
ddc_dzo_05146,labeled,Dorji
ddc_dzo_05170,labeled,Romeo
ddc_dzo_05150,labeled,Romeo
ddc_dzo_05140,labeled,Thinley
ddc_dzo_05160,labeled,Thinley
ddc_dzo_05158,labeled,Thinley
ddc_dzo_05143,labeled,Thinley
ddc_dzo_05141,labeled,Thinley
ddc_dzo_05148,labeled,Thinley
ddc_dzo_05155,labeled,Romeo
ddc_dzo_05138,labeled,Yigzin
ddc_dzo_05186,labeled,Romeo
ddc_dzo_05187,labeled,Romeo
ddc_dzo_05173,labeled,Romeo
ddc_dzo_05175,labeled,Dorji
ddc_dzo_05190,labeled,Romeo
ddc_dzo_05195,labeled,Romeo
ddc_dzo_05199,labeled,Romeo
ddc_dzo_05200,labeled,Romeo
ddc_dzo_05176,labeled,Thinley
ddc_dzo_05204,labeled,Romeo
ddc_dzo_05182,labeled,Thinley
ddc_dzo_05198,labeled,Romeo
ddc_dzo_05191,labeled,Romeo
ddc_dzo_05174,labeled,Romeo
ddc_dzo_02555,labeled,Romeo
ddc_dzo_05208,labeled,Thinley
ddc_dzo_05216,labeled,Thinley
ddc_dzo_05230,labeled,Romeo
ddc_dzo_05234,labeled,Namgay
ddc_dzo_04465,labeled,Namgay
ddc_dzo_05219,labeled,Romeo
ddc_dzo_05232,labeled,Namgay
ddc_dzo_05209,labeled,Namgay
ddc_dzo_05239,labeled,Romeo
ddc_dzo_05229,labeled,Romeo
ddc_dzo_05236,labeled,Thinley
ddc_dzo_05227,labeled,Namgay
ddc_dzo_05233,labeled,Romeo
ddc_dzo_05224,labeled,Romeo
ddc_dzo_08059,labeled,Romeo
ddc_dzo_05254,labeled,Romeo
ddc_dzo_05252,labeled,Romeo
ddc_dzo_05269,labeled,Romeo
ddc_dzo_05263,labeled,Namgay
ddc_dzo_05267,labeled,Romeo
ddc_dzo_05258,labeled,Thinley
ddc_dzo_05256,labeled,Thinley
ddc_dzo_05251,labeled,Thinley
ddc_dzo_05242,labeled,Romeo
ddc_dzo_05246,labeled,Thinley
ddc_dzo_05259,labeled,Romeo
ddc_dzo_05273,labeled,Romeo
ddc_dzo_05245,labeled,Romeo
ddc_dzo_09681,labeled,Romeo
ddc_dzo_05278,labeled,Thinley
ddc_dzo_05297,labeled,Romeo
ddc_dzo_05310,labeled,Romeo
ddc_dzo_05285,labeled,Romeo
ddc_dzo_05279,labeled,Romeo
ddc_dzo_05312,labeled,Thinley
ddc_dzo_05300,labeled,Thinley
ddc_dzo_05281,labeled,Dorji
ddc_dzo_05290,labeled,Romeo
ddc_dzo_05294,labeled,Romeo
ddc_dzo_05287,labeled,Romeo
ddc_dzo_05304,labeled,Romeo
ddc_dzo_05286,labeled,Romeo
ddc_dzo_05292,labeled,Thinley
ddc_dzo_05295,labeled,Thinley
ddc_dzo_05289,labeled,Romeo
ddc_dzo_05996,labeled,Romeo
ddc_dzo_05321,labeled,Thinley
ddc_dzo_05338,labeled,Romeo
ddc_dzo_05350,labeled,Namgay
ddc_dzo_05330,labeled,Thinley
ddc_dzo_05318,labeled,Dorji
ddc_dzo_05329,labeled,Namgay
ddc_dzo_05348,labeled,Thinley
ddc_dzo_05343,labeled,Romeo
ddc_dzo_05336,labeled,Dorji
ddc_dzo_05332,labeled,Namgay
ddc_dzo_05315,labeled,Thinley
ddc_dzo_05314,labeled,Dorji
ddc_dzo_05320,labeled,Romeo
ddc_dzo_05326,labeled,Romeo
ddc_dzo_05340,labeled,Romeo
ddc_dzo_02411,labeled,Romeo
ddc_dzo_05371,labeled,Romeo
ddc_dzo_05355,labeled,Romeo
ddc_dzo_05372,labeled,Romeo
ddc_dzo_05358,labeled,Romeo
ddc_dzo_05368,labeled,Thinley
ddc_dzo_05375,labeled,Romeo
ddc_dzo_05385,labeled,Thinley
ddc_dzo_05374,labeled,Romeo
ddc_dzo_05353,labeled,Romeo
ddc_dzo_05387,labeled,Romeo
ddc_dzo_05381,labeled,Thinley
ddc_dzo_05373,labeled,Romeo
ddc_dzo_05359,labeled,Romeo
ddc_dzo_05376,labeled,Romeo
ddc_dzo_05362,labeled,Romeo
ddc_dzo_05410,labeled,Romeo
ddc_dzo_05416,labeled,Namgay
ddc_dzo_05426,labeled,Romeo
ddc_dzo_05404,labeled,Dorji
ddc_dzo_05400,labeled,Thinley
ddc_dzo_05403,labeled,Romeo
ddc_dzo_05396,labeled,Romeo
ddc_dzo_05401,labeled,Romeo
ddc_dzo_05423,labeled,Thinley
ddc_dzo_05424,labeled,Thinley
ddc_dzo_05407,labeled,Romeo
ddc_dzo_05414,labeled,Dorji
ddc_dzo_05418,labeled,Romeo
ddc_dzo_05443,labeled,Romeo
ddc_dzo_05428,labeled,Romeo
ddc_dzo_05441,labeled,Romeo
ddc_dzo_05455,labeled,Dorji
ddc_dzo_05434,labeled,Dorji
ddc_dzo_05432,labeled,Namgay
ddc_dzo_05457,labeled,Romeo
ddc_dzo_05461,labeled,Romeo
ddc_dzo_05437,labeled,Romeo
ddc_dzo_05440,labeled,Romeo
ddc_dzo_05444,labeled,Romeo
ddc_dzo_05447,labeled,Thinley
ddc_dzo_05462,labeled,Thinley
ddc_dzo_05446,labeled,Thinley
ddc_dzo_05445,labeled,Dorji
ddc_dzo_05494,labeled,Romeo
ddc_dzo_02768,labeled,Romeo
ddc_dzo_05484,labeled,Romeo
ddc_dzo_05496,labeled,Romeo
ddc_dzo_05503,labeled,Romeo
ddc_dzo_05475,labeled,Dorji
ddc_dzo_05497,labeled,Romeo
ddc_dzo_05474,labeled,Romeo
ddc_dzo_05499,labeled,Thinley
ddc_dzo_05482,labeled,Thinley
ddc_dzo_05500,labeled,Romeo
ddc_dzo_05492,labeled,Thinley
ddc_dzo_05467,labeled,Thinley
ddc_dzo_05498,labeled,Romeo
ddc_dzo_05471,labeled,Romeo
ddc_dzo_01009,labeled,Romeo
ddc_dzo_05527,labeled,Romeo
ddc_dzo_05541,labeled,Romeo
ddc_dzo_05515,labeled,Dorji
ddc_dzo_05538,labeled,Romeo
ddc_dzo_05540,labeled,Romeo
ddc_dzo_05528,labeled,Romeo
ddc_dzo_05539,labeled,Thinley
ddc_dzo_05534,labeled,Romeo
ddc_dzo_05530,labeled,Thinley
ddc_dzo_05511,labeled,Thinley
ddc_dzo_05537,labeled,Romeo
ddc_dzo_05561,labeled,Romeo
ddc_dzo_05574,labeled,Romeo
ddc_dzo_05554,labeled,Romeo
ddc_dzo_05558,labeled,Namgay
ddc_dzo_05584,labeled,Romeo
ddc_dzo_05569,labeled,Romeo
ddc_dzo_05579,labeled,Romeo
ddc_dzo_05583,labeled,Romeo
ddc_dzo_05562,labeled,Thinley
ddc_dzo_05582,labeled,Dorji
ddc_dzo_05552,labeled,Dorji
ddc_dzo_05576,labeled,Romeo
ddc_dzo_05547,labeled,Romeo
ddc_dzo_05560,labeled,Thinley
ddc_dzo_05548,labeled,Romeo
ddc_dzo_05575,labeled,Romeo
ddc_dzo_04875,labeled,Romeo
ddc_dzo_05609,labeled,Romeo
ddc_dzo_05587,labeled,Romeo
ddc_dzo_05617,labeled,Romeo
ddc_dzo_05597,labeled,Romeo
ddc_dzo_05618,labeled,Romeo
ddc_dzo_05615,labeled,Romeo
ddc_dzo_05605,labeled,Thinley
ddc_dzo_05600,labeled,Thinley
ddc_dzo_05589,labeled,Romeo
ddc_dzo_05622,labeled,Romeo
ddc_dzo_05613,labeled,Romeo
ddc_dzo_05625,labeled,Thinley
ddc_dzo_05606,labeled,Dorji
ddc_dzo_05607,labeled,Thinley
ddc_dzo_05610,labeled,Dorji
ddc_dzo_05620,labeled,Thinley
ddc_dzo_05614,labeled,Romeo
ddc_dzo_05630,labeled,Romeo
ddc_dzo_05663,labeled,Romeo
ddc_dzo_05659,labeled,Romeo
ddc_dzo_05651,labeled,Romeo
ddc_dzo_05627,labeled,Romeo
ddc_dzo_05644,labeled,Dorji
ddc_dzo_05648,labeled,Dorji
ddc_dzo_05645,labeled,Romeo
ddc_dzo_05662,labeled,Romeo
ddc_dzo_05654,labeled,Romeo
ddc_dzo_05638,labeled,Romeo
ddc_dzo_05643,labeled,Thinley
ddc_dzo_05634,labeled,Romeo
ddc_dzo_05640,labeled,Romeo
ddc_dzo_05642,labeled,Romeo
ddc_dzo_05674,labeled,Dorji
ddc_dzo_05685,labeled,Romeo
ddc_dzo_05676,labeled,Romeo
ddc_dzo_05682,labeled,Romeo
ddc_dzo_05696,labeled,Romeo
ddc_dzo_05695,labeled,Romeo
ddc_dzo_05694,labeled,Romeo
ddc_dzo_05669,labeled,Thinley
ddc_dzo_05698,labeled,Thinley
ddc_dzo_05686,labeled,Romeo
ddc_dzo_05670,labeled,Thinley
ddc_dzo_05665,labeled,Thinley
ddc_dzo_05683,labeled,Dorji
ddc_dzo_05700,labeled,Romeo
ddc_dzo_05699,labeled,Romeo
ddc_dzo_05718,labeled,Romeo
ddc_dzo_02240,labeled,Romeo
ddc_dzo_05717,labeled,Romeo
ddc_dzo_05737,labeled,Thinley
ddc_dzo_05741,labeled,Dorji
ddc_dzo_05704,labeled,Romeo
ddc_dzo_05729,labeled,Romeo
ddc_dzo_05705,labeled,Romeo
ddc_dzo_05738,labeled,Thinley
ddc_dzo_05732,labeled,Romeo
ddc_dzo_05735,labeled,Romeo
ddc_dzo_05733,labeled,Romeo
ddc_dzo_05722,labeled,Romeo
ddc_dzo_05708,labeled,Romeo
ddc_dzo_05727,labeled,Thinley
ddc_dzo_05724,labeled,Thinley
ddc_dzo_05756,labeled,Romeo
ddc_dzo_05761,labeled,Romeo
ddc_dzo_05697,labeled,Romeo
ddc_dzo_05771,labeled,Thinley
ddc_dzo_05744,labeled,Romeo
ddc_dzo_05758,labeled,Romeo
ddc_dzo_05753,labeled,Thinley
ddc_dzo_05759,labeled,Romeo
ddc_dzo_05743,labeled,Romeo
ddc_dzo_05757,labeled,Romeo
ddc_dzo_05766,labeled,Romeo
ddc_dzo_05747,labeled,Romeo
ddc_dzo_05769,labeled,Thinley
ddc_dzo_05777,labeled,Romeo
ddc_dzo_05762,labeled,Namgay
ddc_dzo_05755,labeled,Romeo
ddc_dzo_05749,labeled,Romeo
ddc_dzo_05803,labeled,Dorji
ddc_dzo_05893,labeled,Romeo
ddc_dzo_05812,labeled,Romeo
ddc_dzo_05801,labeled,Romeo
ddc_dzo_05778,labeled,Romeo
ddc_dzo_05798,labeled,Romeo
ddc_dzo_05796,labeled,Thinley
ddc_dzo_05786,labeled,Romeo
ddc_dzo_05802,labeled,Romeo
ddc_dzo_05791,labeled,Romeo
ddc_dzo_05813,labeled,Romeo
ddc_dzo_05789,labeled,Dorji
ddc_dzo_05782,labeled,Thinley
ddc_dzo_05784,labeled,Thinley
ddc_dzo_05779,labeled,Romeo
ddc_dzo_05781,labeled,Dorji
ddc_dzo_05806,labeled,Romeo
ddc_dzo_05795,labeled,Romeo
ddc_dzo_07117,labeled,Romeo
ddc_dzo_05833,labeled,Romeo
ddc_dzo_05825,labeled,Romeo
ddc_dzo_05834,labeled,Romeo
ddc_dzo_05836,labeled,Namgay
ddc_dzo_05830,labeled,Dorji
ddc_dzo_05824,labeled,Dorji
ddc_dzo_05847,labeled,Thinley
ddc_dzo_05827,labeled,Romeo
ddc_dzo_05850,labeled,Romeo
ddc_dzo_05837,labeled,Romeo
ddc_dzo_05852,labeled,Namgay
ddc_dzo_05835,labeled,Romeo
ddc_dzo_05829,labeled,Romeo
ddc_dzo_05839,labeled,Romeo
ddc_dzo_05870,labeled,Romeo
ddc_dzo_05864,labeled,Romeo
ddc_dzo_05884,labeled,Romeo
ddc_dzo_05882,labeled,Thinley
ddc_dzo_05876,labeled,Romeo
ddc_dzo_05855,labeled,Romeo
ddc_dzo_05889,labeled,Dorji
ddc_dzo_05891,labeled,Thinley
ddc_dzo_05888,labeled,Romeo
ddc_dzo_05857,labeled,Namgay
ddc_dzo_05887,labeled,Thinley
ddc_dzo_05858,labeled,Thinley
ddc_dzo_05861,labeled,Dorji
ddc_dzo_05854,labeled,Romeo
ddc_dzo_05868,labeled,Romeo
ddc_dzo_05880,labeled,Romeo
ddc_dzo_05875,labeled,Romeo
ddc_dzo_05902,labeled,Dorji
ddc_dzo_05899,labeled,Thinley
ddc_dzo_05906,labeled,Romeo
ddc_dzo_05894,labeled,Romeo
ddc_dzo_05900,labeled,Romeo
ddc_dzo_05912,labeled,Thinley
ddc_dzo_05910,labeled,Namgay
ddc_dzo_05908,labeled,Namgay
ddc_dzo_05897,labeled,Thinley
ddc_dzo_05921,labeled,Romeo
ddc_dzo_05909,labeled,Romeo
ddc_dzo_05926,labeled,Thinley
ddc_dzo_05896,labeled,Dorji
ddc_dzo_05904,labeled,Romeo
ddc_dzo_05930,labeled,Romeo
ddc_dzo_05898,labeled,Romeo
ddc_dzo_05920,labeled,Romeo
ddc_dzo_05966,labeled,Romeo
ddc_dzo_05950,labeled,Romeo
ddc_dzo_05936,labeled,Romeo
ddc_dzo_05958,labeled,Romeo
ddc_dzo_05932,labeled,Romeo
ddc_dzo_05945,labeled,Romeo
ddc_dzo_05947,labeled,Namgay
ddc_dzo_05955,labeled,Romeo
ddc_dzo_05937,labeled,Dorji
ddc_dzo_05949,labeled,Thinley
ddc_dzo_05943,labeled,Thinley
ddc_dzo_05941,labeled,Thinley
ddc_dzo_05938,labeled,Romeo
ddc_dzo_05946,labeled,Dorji
ddc_dzo_05952,labeled,Thinley
ddc_dzo_05962,labeled,Romeo
ddc_dzo_05969,labeled,Dorji
ddc_dzo_05957,labeled,Romeo
ddc_dzo_05961,labeled,Romeo
ddc_dzo_05935,labeled,Romeo
ddc_dzo_06002,labeled,Romeo
ddc_dzo_05923,labeled,Romeo
ddc_dzo_06005,labeled,Romeo
ddc_dzo_05984,labeled,Romeo
ddc_dzo_06003,labeled,Romeo
ddc_dzo_05997,labeled,Romeo
ddc_dzo_05973,labeled,Namgay
ddc_dzo_05976,labeled,Romeo
ddc_dzo_05971,labeled,Romeo
ddc_dzo_05990,labeled,Romeo
ddc_dzo_06006,labeled,Namgay
ddc_dzo_05991,labeled,Thinley
ddc_dzo_05989,labeled,Thinley
ddc_dzo_05986,labeled,Thinley
ddc_dzo_05272,labeled,Romeo
ddc_dzo_06041,labeled,Romeo
ddc_dzo_06025,labeled,Romeo
ddc_dzo_06022,labeled,Romeo
ddc_dzo_06033,labeled,Romeo
ddc_dzo_06011,labeled,Romeo
ddc_dzo_06021,labeled,Romeo
ddc_dzo_06028,labeled,Romeo
ddc_dzo_06026,labeled,Thinley
ddc_dzo_06014,labeled,Dorji
ddc_dzo_06032,labeled,Romeo
ddc_dzo_06010,labeled,Romeo
ddc_dzo_06036,labeled,Romeo
ddc_dzo_06042,labeled,Romeo
ddc_dzo_06030,labeled,Romeo
ddc_dzo_06054,labeled,Romeo
ddc_dzo_09098,labeled,Romeo
ddc_dzo_06067,labeled,Romeo
ddc_dzo_06049,labeled,Thinley
ddc_dzo_06057,labeled,Romeo
ddc_dzo_06076,labeled,Dorji
ddc_dzo_06066,labeled,Dorji
ddc_dzo_06079,labeled,Romeo
ddc_dzo_06073,labeled,Romeo
ddc_dzo_06064,labeled,Romeo
ddc_dzo_06069,labeled,Romeo
ddc_dzo_06061,labeled,Dorji
ddc_dzo_06045,labeled,Thinley
ddc_dzo_06088,labeled,Romeo
ddc_dzo_06123,labeled,Romeo
ddc_dzo_06087,labeled,Dorji
ddc_dzo_06101,labeled,Romeo
ddc_dzo_06124,labeled,Thinley
ddc_dzo_06113,labeled,Romeo
ddc_dzo_06103,labeled,Namgay
ddc_dzo_06100,labeled,Dorji
ddc_dzo_06112,labeled,Thinley
ddc_dzo_06089,labeled,Thinley
ddc_dzo_06118,labeled,Thinley
ddc_dzo_06105,labeled,Romeo
ddc_dzo_06107,labeled,Thinley
ddc_dzo_06099,labeled,Thinley
ddc_dzo_06098,labeled,Thinley
ddc_dzo_06093,labeled,Romeo
ddc_dzo_06114,labeled,Romeo
ddc_dzo_06095,labeled,Romeo
ddc_dzo_06097,labeled,Romeo
ddc_dzo_06109,labeled,Romeo
ddc_dzo_00228,labeled,Romeo
ddc_dzo_06142,labeled,Romeo
ddc_dzo_06131,labeled,Romeo
ddc_dzo_07174,labeled,Romeo
ddc_dzo_06144,labeled,Romeo
ddc_dzo_06139,labeled,Thinley
ddc_dzo_06133,labeled,Dorji
ddc_dzo_06148,labeled,Romeo
ddc_dzo_06128,labeled,Dorji
ddc_dzo_06146,labeled,Thinley
ddc_dzo_06150,labeled,Thinley
ddc_dzo_06126,labeled,Yigzin
ddc_dzo_06145,labeled,Romeo
ddc_dzo_06159,labeled,Dorji
ddc_dzo_09976,labeled,Romeo
ddc_dzo_08706,labeled,Romeo
ddc_dzo_06155,labeled,Thinley
ddc_dzo_06153,labeled,Romeo
ddc_dzo_06158,labeled,Romeo
ddc_dzo_06171,labeled,Romeo
ddc_dzo_06168,labeled,Thinley
ddc_dzo_06169,labeled,Romeo
ddc_dzo_06165,labeled,Romeo
ddc_dzo_06175,labeled,Thinley
ddc_dzo_06170,labeled,Romeo
ddc_dzo_06154,labeled,Romeo
ddc_dzo_06180,labeled,Romeo
ddc_dzo_05933,labeled,Romeo
ddc_dzo_06189,labeled,Romeo
ddc_dzo_06197,labeled,Thinley
ddc_dzo_06195,labeled,Romeo
ddc_dzo_06192,labeled,Romeo
ddc_dzo_06207,labeled,Dorji
ddc_dzo_06190,labeled,Romeo
ddc_dzo_06184,labeled,Romeo
ddc_dzo_06205,labeled,Thinley
ddc_dzo_06206,labeled,Namgay
ddc_dzo_06201,labeled,Thinley
ddc_dzo_06188,labeled,Dorji
ddc_dzo_06203,labeled,Thinley
ddc_dzo_06199,labeled,Romeo
ddc_dzo_02626,labeled,Romeo
ddc_dzo_06229,labeled,Romeo
ddc_dzo_06232,labeled,Romeo
ddc_dzo_06235,labeled,Romeo
ddc_dzo_06221,labeled,Romeo
ddc_dzo_06210,labeled,Thinley
ddc_dzo_06211,labeled,Dorji
ddc_dzo_07175,labeled,Dorji
ddc_dzo_06215,labeled,Romeo
ddc_dzo_06220,labeled,Romeo
ddc_dzo_06226,labeled,Romeo
ddc_dzo_06233,labeled,Romeo
ddc_dzo_06225,labeled,Romeo
ddc_dzo_06212,labeled,Romeo
ddc_dzo_06237,labeled,Romeo
ddc_dzo_06243,labeled,Romeo
ddc_dzo_06255,labeled,Romeo
ddc_dzo_06256,labeled,Romeo
ddc_dzo_06244,labeled,Romeo
ddc_dzo_06251,labeled,Dorji
ddc_dzo_06252,labeled,Romeo
ddc_dzo_06247,labeled,Romeo
ddc_dzo_06248,labeled,Romeo
ddc_dzo_06260,labeled,Thinley
ddc_dzo_06245,labeled,Dorji
ddc_dzo_06240,labeled,Thinley
ddc_dzo_06262,labeled,Thinley
ddc_dzo_06242,labeled,Romeo
ddc_dzo_06249,labeled,Romeo
ddc_dzo_06238,labeled,Romeo
ddc_dzo_06269,labeled,Romeo
ddc_dzo_06272,labeled,Romeo
ddc_dzo_06274,labeled,Romeo
ddc_dzo_06289,labeled,Romeo
ddc_dzo_06275,labeled,Nima
ddc_dzo_06268,labeled,Dorji
ddc_dzo_06273,labeled,Romeo
ddc_dzo_06284,labeled,Romeo
ddc_dzo_06288,labeled,Romeo
ddc_dzo_06286,labeled,Thinley
ddc_dzo_06287,labeled,Dorji
ddc_dzo_06281,labeled,Dorji
ddc_dzo_06277,labeled,Romeo
ddc_dzo_06290,labeled,Romeo
ddc_dzo_06282,labeled,Romeo
ddc_dzo_06001,labeled,Romeo
ddc_dzo_07320,labeled,Thinley
ddc_dzo_06302,labeled,Romeo
ddc_dzo_06311,labeled,Romeo
ddc_dzo_06299,labeled,Namgay
ddc_dzo_06297,labeled,Thinley
ddc_dzo_06296,labeled,Romeo
ddc_dzo_06315,labeled,Romeo
ddc_dzo_06321,labeled,Romeo
ddc_dzo_06306,labeled,Thinley
ddc_dzo_06319,labeled,Romeo
ddc_dzo_06308,labeled,Romeo
ddc_dzo_06307,labeled,Romeo
ddc_dzo_06320,labeled,Romeo
ddc_dzo_06317,labeled,Romeo
ddc_dzo_06318,labeled,Romeo
ddc_dzo_06322,labeled,Romeo
ddc_dzo_06314,labeled,Romeo
ddc_dzo_06340,labeled,Romeo
ddc_dzo_00546,labeled,Romeo
ddc_dzo_06335,labeled,Romeo
ddc_dzo_06338,labeled,Romeo
ddc_dzo_06349,labeled,Romeo
ddc_dzo_06331,labeled,Romeo
ddc_dzo_06337,labeled,Romeo
ddc_dzo_06350,labeled,Romeo
ddc_dzo_06339,labeled,Romeo
ddc_dzo_06343,labeled,Romeo
ddc_dzo_06334,labeled,Romeo
ddc_dzo_06333,labeled,Romeo
ddc_dzo_06326,labeled,Romeo
ddc_dzo_06325,labeled,Romeo
ddc_dzo_06332,labeled,Romeo
ddc_dzo_06347,labeled,Romeo
ddc_dzo_06354,labeled,Romeo
ddc_dzo_02584,labeled,Romeo
ddc_dzo_06374,labeled,Romeo
ddc_dzo_06380,labeled,Romeo
ddc_dzo_06367,labeled,Romeo
ddc_dzo_06370,labeled,Romeo
ddc_dzo_06369,labeled,Romeo
ddc_dzo_06362,labeled,Romeo
ddc_dzo_06377,labeled,Thinley
ddc_dzo_06376,labeled,Nima
ddc_dzo_06360,labeled,Romeo
ddc_dzo_06353,labeled,Romeo
ddc_dzo_06359,labeled,Romeo
ddc_dzo_06385,labeled,Romeo
ddc_dzo_06409,labeled,Namgay
ddc_dzo_01032,labeled,Namgay
ddc_dzo_06383,labeled,Thinley
ddc_dzo_06391,labeled,Thinley
ddc_dzo_06404,labeled,Romeo
ddc_dzo_06390,labeled,Thinley
ddc_dzo_06401,labeled,Thinley
ddc_dzo_06382,labeled,Romeo
ddc_dzo_06402,labeled,Romeo
ddc_dzo_06403,labeled,Dorji
ddc_dzo_06405,labeled,Dorji
ddc_dzo_06394,labeled,Romeo
ddc_dzo_06407,labeled,Romeo
ddc_dzo_06397,labeled,Romeo
ddc_dzo_04754,labeled,Namgay
ddc_dzo_06433,labeled,Romeo
ddc_dzo_06412,labeled,Romeo
ddc_dzo_06416,labeled,Romeo
ddc_dzo_06438,labeled,Romeo
ddc_dzo_06430,labeled,Romeo
ddc_dzo_06440,labeled,Romeo
ddc_dzo_06415,labeled,Dorji
ddc_dzo_06413,labeled,Romeo
ddc_dzo_06432,labeled,Romeo
ddc_dzo_06426,labeled,Thinley
ddc_dzo_06437,labeled,Thinley
ddc_dzo_06424,labeled,Romeo
ddc_dzo_06434,labeled,Romeo
ddc_dzo_06452,labeled,Romeo
ddc_dzo_06465,labeled,Romeo
ddc_dzo_06460,labeled,Romeo
ddc_dzo_02307,labeled,Romeo
ddc_dzo_06450,labeled,Romeo
ddc_dzo_06457,labeled,Romeo
ddc_dzo_06468,labeled,Romeo
ddc_dzo_06463,labeled,Thinley
ddc_dzo_06466,labeled,Dorji
ddc_dzo_06451,labeled,Romeo
ddc_dzo_06446,labeled,Romeo
ddc_dzo_06464,labeled,Romeo
ddc_dzo_06445,labeled,Namgay
ddc_dzo_06461,labeled,Thinley
ddc_dzo_06447,labeled,Romeo
ddc_dzo_06458,labeled,Romeo
ddc_dzo_06454,labeled,Romeo
ddc_dzo_06476,labeled,Romeo
ddc_dzo_06491,labeled,Romeo
ddc_dzo_06482,labeled,Romeo
ddc_dzo_06497,labeled,Romeo
ddc_dzo_06494,labeled,Romeo
ddc_dzo_06481,labeled,Thinley
ddc_dzo_06487,labeled,Romeo
ddc_dzo_06490,labeled,Romeo
ddc_dzo_06474,labeled,Dorji
ddc_dzo_06475,labeled,Thinley
ddc_dzo_06492,labeled,Thinley
ddc_dzo_06493,labeled,Romeo
ddc_dzo_06472,labeled,Thinley
ddc_dzo_06478,labeled,Romeo
ddc_dzo_06470,labeled,Romeo
ddc_dzo_06517,labeled,Romeo
ddc_dzo_09000,labeled,Romeo
ddc_dzo_06519,labeled,Romeo
ddc_dzo_06515,labeled,Romeo
ddc_dzo_06524,labeled,Romeo
ddc_dzo_06516,labeled,Dorji
ddc_dzo_06512,labeled,Romeo
ddc_dzo_06514,labeled,Thinley
ddc_dzo_06499,labeled,Thinley
ddc_dzo_06501,labeled,Romeo
ddc_dzo_06500,labeled,Romeo
ddc_dzo_06521,labeled,Romeo
ddc_dzo_06503,labeled,Romeo
ddc_dzo_05680,labeled,Romeo
ddc_dzo_06528,labeled,Romeo
ddc_dzo_06549,labeled,Romeo
ddc_dzo_06548,labeled,Romeo
ddc_dzo_06547,labeled,Thinley
ddc_dzo_06532,labeled,Thinley
ddc_dzo_06536,labeled,Romeo
ddc_dzo_06527,labeled,Dorji
ddc_dzo_06544,labeled,Namgay
ddc_dzo_06545,labeled,Thinley
ddc_dzo_06550,labeled,Thinley
ddc_dzo_06537,labeled,Yigzin
ddc_dzo_03685,labeled,Romeo
ddc_dzo_04018,labeled,Romeo
